0.144,0.156
0.148,0.156
0.148,0.156
0.148,0.152
0.144,0.16
0.148,0.156
0.144,0.152
0.144,0.156
0.148,0.152
0.144,0.156
0.144,0.156
0.144,0.152
0.144,0.156
0.144,0.156
0.144,0.152
0.144,0.156
0.14,0.152
0.144,0.156
0.144,0.156
0.144,0.152
0.144,0.156
0.144,0.152
0.14,0.156
0.144,0.156
0.256,0.076
0.668,0.016
0.1,0.052
0.188,0.16
1.312,0.156
1.896,0.16
1.744,0.156
1.728,0.16
1.732,0.156
1.716,0.16
1.724,0.152
0.908,0.156
0.108,0.144
0.14,0.156
0.7,0.16
0.844,0.16
0.156,0.156
0.156,0.156
0.16,0.156
0.152,0.156
0.16,0.16
0.156,0.156
0.156,0.16
0.156,0.156
0.16,0.156
0.156,0.16
0.16,0.156
0.164,0.152
0.16,0.156
0.16,0.156
0.156,0.156
2.224,0.156
2.344,0.16
0.396,0.156
0.156,0.152
0.184,0.144
0.204,0.14
0.204,0.144
0.204,0.144
0.204,0.144
0.204,0.144
0.2,0.14
0.204,0.144
0.2,0.144
0.2,0.14
0.2,0.144
0.196,0.144
0.2,0.144
0.312,0.064
0.236,0.0
0.156,0.048
0.248,0.148
0.228,0.144
0.224,0.144
0.216,0.144
0.216,0.144
0.212,0.144
0.212,0.144
0.208,0.144
0.204,0.144
0.208,0.144
0.204,0.144
0.204,0.144
0.208,0.148
0.204,0.144
0.2,0.14
0.2,0.144
0.2,0.144
0.2,0.144
0.2,0.144
0.2,0.144
0.196,0.144
