0.212,0.024
0.328,0.108
0.22,0.124
0.096,0.024
0.068,0.0
0.216,0.108
0.224,0.128
0.16,0.064
0.068,0.0
0.16,0.064
0.232,0.128
0.196,0.108
0.068,0.0
0.096,0.02
0.244,0.132
0.216,0.128
0.104,0.028
0.068,0.0
0.212,0.104
0.224,0.128
0.152,0.072
0.088,0.0
0.172,0.056
0.244,0.128
0.248,0.1
0.388,0.0
0.216,0.032
0.264,0.132
0.24,0.128
0.216,0.128
0.08,0.012
0.068,0.004
0.236,0.128
0.216,0.128
0.148,0.072
0.136,0.0
0.408,0.092
0.4,0.156
0.456,0.224
0.332,0.172
0.448,0.164
0.16,0.032
0.252,0.068
0.42,0.128
0.356,0.104
4.2,0.084
2.708,0.0
0.252,0.028
0.748,0.104
0.376,0.104
0.272,0.076
0.164,0.0
0.228,0.04
0.3,0.112
0.324,0.108
0.244,0.064
0.176,0.0
0.268,0.052
0.3,0.112
0.32,0.1
0.22,0.04
0.144,0.0
0.264,0.076
0.336,0.104
0.312,0.1
0.16,0.0
0.168,0.008
0.316,0.112
0.296,0.112
0.236,0.048
0.148,0.0
0.244,0.064
0.328,0.108
0.304,0.108
0.244,0.04
0.44,0.0
0.252,0.0
0.344,0.108
0.332,0.112
0.316,0.104
0.212,0.048
0.152,0.0
0.3,0.08
0.72,0.108
0.316,0.108
0.268,0.088
0.148,0.0
0.2,0.04
0.332,0.108
0.3,0.108
0.204,0.028
0.144,0.0
0.296,0.092
0.316,0.104
0.24,0.072
0.08,0.0
