0.276,0.08
0.24,0.052
0.188,0.024
0.164,0.008
0.18,0.02
0.22,0.04
0.284,0.088
0.308,0.1
0.284,0.092
0.276,0.088
0.308,0.108
0.272,0.088
0.156,0.016
0.196,0.036
0.156,0.016
0.152,0.012
0.272,0.08
0.272,0.088
0.272,0.084
0.308,0.108
0.272,0.084
0.264,0.084
0.172,0.036
0.148,0.0
0.964,0.0
0.736,0.028
1.204,0.016
0.472,0.012
0.608,0.032
0.356,0.036
0.264,0.052
0.264,0.08
0.22,0.044
0.612,0.052
1.496,0.06
0.648,0.044
0.584,0.056
1.124,0.052
0.948,0.044
1.956,0.056
0.948,0.072
0.672,0.06
0.808,0.076
2.192,0.064
1.812,0.06
1.212,0.076
1.092,0.064
1.02,0.06
0.496,0.08
0.2,0.08
0.452,0.072
0.248,0.088
0.204,0.068
0.204,0.068
0.244,0.088
0.256,0.032
0.228,0.0
0.276,0.096
0.224,0.068
0.224,0.076
0.776,0.088
0.824,0.072
0.228,0.072
0.252,0.088
0.212,0.068
0.224,0.076
0.236,0.088
0.224,0.068
0.264,0.084
0.236,0.084
0.208,0.068
0.536,0.08
0.24,0.08
0.268,0.028
0.292,0.036
0.804,0.028
0.268,0.024
0.332,0.032
0.368,0.024
0.352,0.06
0.312,0.1
0.296,0.064
0.348,0.012
0.32,0.092
0.292,0.084
0.292,0.08
0.332,0.1
0.3,0.076
0.284,0.092
0.3,0.104
0.268,0.088
0.292,0.096
0.288,0.1
0.276,0.08
0.24,0.06
0.172,0.012
