0.3,0.044
0.376,0.08
0.372,0.08
0.336,0.064
0.264,0.028
0.264,0.032
0.288,0.036
0.372,0.08
0.364,0.08
0.34,0.068
0.264,0.028
0.188,0.036
0.1,0.012
0.272,0.088
0.272,0.092
0.268,0.076
0.264,0.028
0.24,0.032
0.276,0.036
0.368,0.08
0.34,0.08
0.32,0.072
0.248,0.032
0.244,0.036
0.26,0.04
0.268,0.044
0.348,0.08
0.332,0.076
0.208,0.04
0.14,0.04
0.156,0.052
0.248,0.092
0.248,0.092
0.248,0.088
0.34,0.04
0.16,0.044
0.188,0.088
0.204,0.104
0.12,0.06
0.192,0.096
0.204,0.1
0.196,0.104
0.176,0.088
0.112,0.056
0.2,0.1
0.2,0.1
0.192,0.1
0.112,0.052
0.168,0.084
0.196,0.104
0.196,0.1
0.132,0.068
0.132,0.064
0.2,0.104
0.272,0.112
0.26,0.116
0.204,0.1
0.2,0.104
0.196,0.1
0.196,0.104
0.168,0.084
0.108,0.056
0.2,0.1
0.196,0.104
0.168,0.084
0.108,0.056
0.228,0.108
0.204,0.104
0.204,0.104
0.204,0.104
0.204,0.104
0.2,0.1
0.256,0.072
0.22,0.056
0.128,0.064
0.208,0.1
0.2,0.104
0.18,0.088
0.112,0.056
0.208,0.1
0.204,0.104
0.2,0.1
0.168,0.088
0.112,0.056
0.208,0.104
0.2,0.1
0.2,0.104
0.112,0.056
0.172,0.088
0.152,0.084
0.096,0.052
0.016,0.012
0.056,0.032
0.1,0.056
0.172,0.092
0.132,0.068
