0.212,0.048
0.208,0.052
0.212,0.052
0.208,0.052
0.208,0.052
0.208,0.052
0.204,0.048
0.208,0.052
0.204,0.052
0.208,0.048
0.204,0.052
0.204,0.052
0.204,0.048
0.204,0.052
0.204,0.048
0.2,0.048
0.204,0.052
0.2,0.048
0.2,0.052
0.204,0.048
0.2,0.048
0.192,0.048
0.192,0.044
0.196,0.044
0.204,0.048
0.216,0.04
0.248,0.036
0.2,0.052
0.176,0.068
0.172,0.068
0.176,0.064
0.18,0.064
0.128,0.064
0.132,0.068
0.132,0.064
0.132,0.068
0.128,0.064
0.152,0.072
0.136,0.064
0.172,0.084
0.168,0.084
0.26,0.112
0.336,0.132
0.304,0.124
0.204,0.092
0.304,0.116
0.4,0.136
0.176,0.08
0.776,0.092
0.38,0.092
0.256,0.088
0.204,0.072
0.184,0.064
0.188,0.064
0.184,0.064
0.184,0.064
0.18,0.064
0.188,0.064
0.168,0.06
0.16,0.072
0.196,0.096
0.16,0.076
0.308,0.076
2.384,0.068
1.584,0.076
1.588,0.156
1.216,0.108
0.172,0.068
0.176,0.068
0.172,0.064
0.172,0.068
0.164,0.064
0.164,0.068
0.164,0.072
0.176,0.064
0.192,0.064
0.188,0.064
0.18,0.064
0.296,0.092
0.18,0.064
0.272,0.056
0.264,0.056
0.256,0.048
0.224,0.04
0.204,0.048
0.204,0.044
0.28,0.04
0.72,0.0
0.328,0.02
0.236,0.048
0.22,0.052
0.22,0.052
0.216,0.052
0.216,0.052
0.212,0.048
0.212,0.052
