BUSMVMAR1,495314.2438224147,1099921.09149608
BUSMVMAR2,494827.3830219507,1099206.4946952648
BUSMVMAR3,494994.97649412416,1099181.20522324
BUSMVMAR4,494475.13009359315,1099184.088807242
BUSMVMAR5,495305.3823184408,1099391.1625994518
BUSMVMAR6,498306.21561384154,1099463.7667813075
BUSMVMAR7,498339.652913549,1099461.369895529
BUSMVMAR8,495462.00388660375,1099467.202023534
BUSMVMAR9,495462.88439860195,1099467.3611915298
BUSMVMAR10,497845.20433742553,1099470.3238117434
BUSMVMAR11,497846.43819304556,1099470.5727755353
BUSMVMAR12,498203.88920141105,1099471.4767755363
BUSMVMAR13,498250.36459345836,1099464.3526155297
BUSMVMAR14,495555.41617469955,1099479.0296715423
BUSMVMAR15,497787.03940898273,1099479.1604875457
BUSMVMAR16,497898.9091690965,1099481.160807548
BUSMVMAR17,498141.495281348,1099490.945575554
BUSMVMAR18,497595.7046247879,1099509.901031576
BUSMVMAR19,497751.4637289448,1099485.266023552
BUSMVMAR20,496781.40843195654,1099515.9291915838
BUSMVMAR21,496805.7738719778,1099522.8849035874
BUSMVMAR22,497540.38097673,1099530.0335755963
BUSMVMAR23,495301.9619024405,1099530.7135755979
BUSMVMAR24,495645.7688787924,1099532.6399756037
BUSMVMAR25,497532.7914087232,1099534.318695601
BUSMVMAR26,496855.9132000292,1099539.269223608
BUSMVMAR27,495791.6397269415,1099549.155495612
BUSMVMAR28,495883.6157910349,1099539.2425996084
BUSMVMAR29,498470.7057136828,1099555.7017996255
BUSMVMAR30,495954.3777111061,1099556.0095756259
BUSMVMAR31,495684.73579083104,1099556.1446796209
BUSMVMAR32,496889.6911840625,1099557.3526156247
BUSMVMAR33,496706.0619998779,1099567.284007633
BUSMVMAR34,496008.83287916426,1099572.4360076375
BUSMVMAR35,496009.6339031644,1099572.6210956406
BUSMVMAR36,496044.9608151987,1099581.0742156506
BUSMVMAR37,496045.3031511996,1099581.161319647
BUSMVMAR38,496974.4045281522,1099601.3864716701
BUSMVMAR39,496655.25867182575,1099604.589287676
BUSMVMAR40,497383.54219257087,1099606.541479675
BUSMVMAR41,496652.14199982304,1099606.799911674
BUSMVMAR42,496985.9386721626,1099607.2561036758
BUSMVMAR43,497003.2719201837,1099616.0765836854
BUSMVMAR44,498541.7124977559,1099636.7293197084
BUSMVMAR45,496607.5672797756,1099639.1041037068
