2.12,0.296
0.856,0.384
1.896,0.288
0.652,0.344
0.6,0.332
0.192,0.152
0.148,0.16
0.148,0.152
0.176,0.208
0.136,0.128
0.196,0.176
0.152,0.172
0.14,0.152
0.192,0.152
0.168,0.164
0.212,0.176
0.148,0.16
0.192,0.152
0.144,0.156
0.2,0.168
0.14,0.156
0.208,0.176
0.124,0.132
0.228,0.22
0.112,0.112
0.184,0.14
0.148,0.148
0.196,0.176
0.16,0.144
0.156,0.144
0.14,0.148
0.2,0.152
0.128,0.128
0.184,0.14
0.204,0.164
0.136,0.128
0.188,0.14
0.192,0.144
0.188,0.16
0.164,0.144
0.204,0.148
0.296,0.228
0.744,0.36
2.556,0.284
1.204,0.28
0.736,0.324
1.912,0.256
1.356,0.248
0.68,0.28
0.808,0.292
0.784,0.272
0.724,0.28
0.756,0.324
0.832,0.292
0.82,0.292
0.792,0.296
0.86,0.344
0.844,0.324
0.824,0.3
0.864,0.36
0.72,0.268
0.772,0.308
0.728,0.308
0.708,0.276
0.76,0.316
0.84,0.268
0.808,0.256
0.836,0.368
1.072,0.252
0.952,0.3
2.916,0.28
1.86,0.316
0.996,0.364
0.94,0.296
0.948,0.304
0.96,0.32
2.9,0.356
0.96,0.344
0.964,0.352
0.932,0.3
0.772,0.232
0.892,0.284
0.632,0.284
1.916,0.284
1.244,0.28
0.612,0.26
0.568,0.272
0.6,0.288
0.556,0.276
0.536,0.292
0.452,0.208
0.568,0.264
0.596,0.26
1.664,0.28
0.976,0.216
0.444,0.252
