0.38,0.272
0.352,0.256
0.388,0.28
0.288,0.252
0.328,0.26
0.276,0.144
0.236,0.092
0.312,0.256
0.304,0.256
0.368,0.268
0.356,0.26
0.3,0.252
0.26,0.216
0.264,0.116
0.284,0.156
0.28,0.24
0.308,0.256
0.388,0.208
0.408,0.124
0.26,0.224
0.364,0.28
0.376,0.264
0.336,0.256
0.252,0.24
0.336,0.252
0.372,0.268
0.316,0.256
0.268,0.248
0.364,0.264
0.284,0.14
0.156,0.096
0.26,0.192
0.396,0.28
0.376,0.268
0.24,0.236
0.376,0.284
0.384,0.268
3.092,0.228
2.296,0.18
2.292,0.204
2.16,0.212
2.796,0.216
2.128,0.196
2.096,0.192
2.06,0.18
1.936,0.176
2.444,0.156
1.9,0.04
1.932,0.168
2.796,0.192
3.736,0.228
2.9,0.224
3.988,0.232
3.404,0.224
2.736,0.196
1.952,0.184
2.228,0.208
2.392,0.228
2.82,0.208
3.64,0.216
4.06,0.244
2.664,0.216
3.096,0.24
2.108,0.2
2.324,0.184
2.308,0.204
4.456,0.212
2.74,0.224
1.94,0.188
1.788,0.18
2.2,0.188
1.788,0.176
2.232,0.176
1.648,0.044
1.584,0.144
2.948,0.216
1.576,0.208
1.104,0.184
0.668,0.232
0.444,0.26
0.368,0.264
0.368,0.268
0.34,0.24
0.388,0.284
0.352,0.256
0.352,0.26
0.372,0.264
0.372,0.272
0.34,0.236
0.24,0.108
0.252,0.116
0.384,0.252
0.58,0.256
0.404,0.24
0.384,0.28
0.348,0.22
