2.86,2.1
2.1,1.28
2.14,1.744
2.288,1.096
1.864,1.14
1.856,1.284
2.576,1.292
1.516,0.88
2.74,1.732
2.184,1.352
2.404,1.74
2.36,1.628
2.296,1.288
1.888,1.2
1.828,0.908
3.088,2.028
1.636,1.144
3.552,2.272
1.288,0.5
2.1,1.428
2.428,1.04
1.488,1.144
2.6,1.308
2.4,1.848
1.66,1.02
2.448,1.08
2.228,1.652
2.2,1.272
2.416,1.572
1.544,0.744
3.484,1.592
3.176,1.34
2.256,1.664
2.68,1.144
3.592,1.8
2.628,1.48
2.848,1.084
4.08,0.928
2.872,1.864
4.38,1.944
4.048,1.852
4.272,1.872
4.172,1.688
4.352,1.996
4.432,1.756
4.272,1.86
3.844,1.632
3.832,2.012
4.288,1.84
3.796,2.06
4.38,1.404
4.12,0.944
4.456,1.132
6.828,1.724
5.832,1.88
4.072,1.672
3.888,1.936
3.488,1.856
3.412,1.632
4.24,1.94
4.068,1.664
3.92,1.856
3.504,1.82
4.396,1.896
3.692,2.032
3.484,1.592
2.6,1.072
2.492,0.94
3.28,1.88
3.296,1.716
3.292,1.824
2.632,1.724
3.276,0.96
2.448,1.468
3.328,1.676
3.076,1.296
3.264,1.88
3.176,1.892
3.5,1.944
2.48,1.176
3.424,1.904
2.668,1.304
2.388,1.008
2.64,1.828
3.444,2.16
4.728,1.848
4.872,1.564
2.38,1.1
1.904,1.128
4.124,1.924
2.832,2.216
2.156,1.244
1.94,1.148
2.752,1.296
2.192,1.328
2.14,1.832
