0.26,0.352
0.22,0.304
0.148,0.172
0.1,0.152
0.084,0.14
0.256,0.32
0.28,0.38
0.088,0.148
0.128,0.156
0.108,0.148
0.156,0.216
0.28,0.36
0.148,0.188
0.08,0.136
0.1,0.144
0.164,0.196
0.248,0.34
0.144,0.208
0.14,0.164
0.08,0.132
0.084,0.136
0.316,0.356
0.184,0.268
0.08,0.128
0.144,0.16
0.08,0.124
0.188,0.244
0.296,0.348
0.084,0.132
0.08,0.128
0.124,0.152
0.208,0.264
0.24,0.336
0.128,0.164
0.108,0.152
0.08,0.132
0.208,0.252
0.272,0.34
0.084,0.132
0.096,0.136
0.136,0.152
0.18,0.236
0.228,0.304
0.192,0.204
0.08,0.128
0.084,0.132
0.252,0.256
0.244,0.308
0.164,0.228
0.148,0.148
0.072,0.108
0.188,0.244
0.3,0.332
0.212,0.26
0.084,0.136
0.116,0.12
0.156,0.176
0.252,0.32
0.26,0.3
0.132,0.156
0.072,0.112
0.1,0.12
0.324,0.356
0.22,0.276
0.116,0.132
0.192,0.12
0.248,0.212
0.316,0.26
0.38,0.284
0.192,0.128
0.188,0.108
0.372,0.144
0.636,0.276
0.652,0.276
0.624,0.26
0.588,0.252
0.568,0.18
0.468,0.104
0.484,0.1
0.616,0.228
0.568,0.22
0.488,0.092
0.548,0.156
0.544,0.172
0.416,0.04
0.116,0.004
0.248,0.176
0.42,0.396
0.136,0.188
0.056,0.084
0.14,0.152
0.084,0.12
0.14,0.18
0.236,0.272
0.096,0.132
0.048,0.08
