0.192,0.228
0.188,0.224
0.188,0.228
0.188,0.232
0.192,0.232
0.188,0.232
0.188,0.232
0.192,0.232
0.184,0.228
0.188,0.228
0.184,0.232
0.188,0.232
0.196,0.196
0.24,0.0
0.24,0.0
0.156,0.1
0.212,0.228
0.2,0.228
0.196,0.224
0.192,0.228
0.192,0.232
0.04,0.008
0.088,0.072
0.248,0.22
0.248,0.22
0.544,0.22
0.336,0.216
0.272,0.22
0.296,0.228
0.248,0.228
0.204,0.224
0.172,0.232
0.176,0.236
0.172,0.24
0.172,0.236
0.04,0.04
0.052,0.056
0.176,0.232
0.168,0.228
0.228,0.22
0.512,0.216
0.3,0.224
0.252,0.224
0.244,0.22
0.268,0.084
0.288,0.0
0.228,0.0
0.264,0.188
0.768,0.216
0.532,0.216
0.288,0.216
0.284,0.224
0.276,0.22
0.252,0.216
0.252,0.216
0.248,0.212
0.248,0.216
0.244,0.216
0.244,0.212
0.392,0.216
0.46,0.212
0.428,0.216
0.26,0.216
0.248,0.212
0.232,0.22
0.236,0.22
0.244,0.22
0.24,0.216
0.232,0.22
0.172,0.228
0.172,0.224
0.228,0.22
0.252,0.212
0.308,0.008
0.308,0.0
0.224,0.008
0.308,0.212
0.296,0.212
0.292,0.212
0.288,0.216
0.284,0.212
0.284,0.216
0.284,0.212
0.6,0.256
0.288,0.212
0.284,0.216
0.284,0.216
0.276,0.216
0.276,0.224
0.28,0.22
0.28,0.216
0.268,0.228
0.26,0.224
0.26,0.224
0.2,0.228
0.184,0.228
