hour,t(sec),V1,VAngle1,V2,VAngle2,I1,IAngle1,I2,IAngle2
3, 1800.00000, 138.485, -0.00820519, 0, 0, 2.23169, -11.4866, 2.23169, 168.513
3, 2400.00000, 138.487, -0.0101942, 0, 0, 2.40238, -11.4885, 2.40238, 168.511
3, 3000.00000, 138.501, -0.0139284, 0, 0, 2.3799, -11.4923, 2.3799, 168.508
4, 0.00000, 138.501, -0.018115, 0, 0, 2.62229, -11.4964, 2.62229, 168.504
4, 600.00000, 138.509, -0.0196625, 0, 0, 2.72432, -11.498, 2.72432, 168.502
4, 1200.00000, 138.502, -0.0193765, 0, 0, 2.86822, -11.4977, 2.86822, 168.502
4, 1800.00000, 138.496, -0.0184905, 0, 0, 2.8985, -11.4968, 2.8985, 168.503
4, 2400.00000, 138.497, -0.0158927, 0, 0, 2.77826, -11.4942, 2.77826, 168.506
4, 3000.00000, 138.505, -0.0158185, 0, 0, 2.86657, -11.4942, 2.86657, 168.506
5, 0.00000, 138.53, -0.0205076, 0, 0, 3.23447, -11.4988, 3.23447, 168.501
5, 600.00000, 138.553, -0.0366929, 0, 0, 4.48594, -11.515, 4.48594, 168.485
5, 1200.00000, 138.508, -0.0288277, 0, 0, 5.4535, -11.5072, 5.4535, 168.493
5, 1800.00000, 138.474, -0.0256912, 0, 0, 5.90585, -11.5041, 5.90585, 168.496
5, 2400.00000, 138.481, -0.0220024, 0, 0, 5.91657, -11.5004, 5.91657, 168.5
5, 3000.00000, 138.509, -0.0336444, 0, 0, 6.87378, -11.5119, 6.87378, 168.488
6, 0.00000, 138.54, -0.0338911, 0, 0, 6.78471, -11.5122, 6.78471, 168.488
6, 600.00000, 138.571, -0.0325837, 0, 0, 6.58388, -11.5109, 6.58388, 168.489
6, 1200.00000, 138.563, -0.0350798, 0, 0, 7.2178, -11.5134, 7.2178, 168.487
6, 1800.00000, 138.629, -0.0539155, 0, 0, 7.168, -11.5321, 7.168, 168.468
6, 2400.00000, 138.677, -0.0663744, 0, 0, 7.91041, -11.5445, 7.91041, 168.456
6, 3000.00000, 138.618, -0.0532299, 0, 0, 7.76066, -11.5318, 7.76066, 168.468
7, 0.00000, 138.591, -0.0570288, 0, 0, 7.83954, -11.5354, 7.83954, 168.465
7, 600.00000, 138.588, -0.0502416, 0, 0, 7.48266, -11.5286, 7.48266, 168.471
7, 1200.00000, 138.566, -0.0484464, 0, 0, 7.96864, -11.5268, 7.96864, 168.473
7, 1800.00000, 138.627, -0.0385279, 0, 0, 7.70206, -11.5168, 7.70206, 168.483
7, 2400.00000, 138.613, -0.0397608, 0, 0, 7.94797, -11.5181, 7.94797, 168.482
7, 3000.00000, 138.585, -0.0321571, 0, 0, 7.89498, -11.5106, 7.89498, 168.489
8, 0.00000, 138.596, -0.0391919, 0, 0, 7.82715, -11.5175, 7.82715, 168.482
8, 600.00000, 138.57, -0.031968, 0, 0, 8.08196, -11.5104, 8.08196, 168.49
8, 1200.00000, 138.56, -0.0300983, 0, 0, 8.2465, -11.5085, 8.2465, 168.492
8, 1800.00000, 138.556, -0.0279258, 0, 0, 7.93854, -11.5063, 7.93854, 168.494
8, 2400.00000, 138.512, -0.0138744, 0, 0, 8.11935, -11.4923, 8.11935, 168.508
8, 3000.00000, 138.521, -0.0179347, 0, 0, 7.84824, -11.4963, 7.84824, 168.504
9, 0.00000, 138.538, -0.0107083, 0, 0, 7.591, -11.4891, 7.591, 168.511
9, 600.00000, 138.585, -0.0146987, 0, 0, 7.5029, -11.4929, 7.5029, 168.507
9, 1200.00000, 138.611, -0.0205156, 0, 0, 7.85687, -11.4988, 7.85687, 168.501
9, 1800.00000, 138.606, -0.00340095, 0, 0, 8.03794, -11.4819, 8.03794, 168.518
9, 2400.00000, 138.653, -0.00597384, 0, 0, 7.61801, -11.4842, 7.61801, 168.516
9, 3000.00000, 138.639, -0.0128197, 0, 0, 8.28028, -11.4912, 8.28028, 168.509
10, 0.00000, 138.609, -0.012107, 0, 0, 8.195, -11.4905, 8.195, 168.509
10, 600.00000, 138.566, -0.00123403, 0, 0, 8.02133, -11.4797, 8.02133, 168.52
10, 1200.00000, 138.56, -0.00109551, 0, 0, 8.05719, -11.4794, 8.05719, 168.521
10, 1800.00000, 138.584, -0.0151962, 0, 0, 9.01024, -11.4934, 9.01024, 168.507
10, 2400.00000, 138.59, 0.0064608, 0, 0, 9.18975, -11.472, 9.18975, 168.528
10, 3000.00000, 138.545, 0.0205628, 0, 0, 9.09048, -11.4579, 9.09048, 168.542
11, 0.00000, 138.546, 0.0112748, 0, 0, 9.29101, -11.467, 9.29101, 168.533
11, 600.00000, 138.57, 0.00539857, 0, 0, 9.5182, -11.4729, 9.5182, 168.527
11, 1200.00000, 138.631, -0.00356789, 0, 0, 9.93473, -11.4817, 9.93473, 168.518
11, 1800.00000, 138.608, 0.00836573, 0, 0, 9.78258, -11.4701, 9.78258, 168.53
11, 2400.00000, 138.608, 0.00502902, 0, 0, 9.81062, -11.4733, 9.81062, 168.527
11, 3000.00000, 138.59, 0.00762478, 0, 0, 10.3747, -11.4707, 10.3747, 168.529
12, 0.00000, 138.66, 0.00238984, 0, 0, 10.0738, -11.4758, 10.0738, 168.524
12, 600.00000, 138.664, 0.000157552, 0, 0, 10.1086, -11.4782, 10.1086, 168.522
12, 1200.00000, 138.673, 0.00272725, 0, 0, 9.69825, -11.4756, 9.69825, 168.524
12, 1800.00000, 138.622, 0.0102041, 0, 0, 9.48295, -11.4683, 9.48295, 168.532
12, 2400.00000, 138.586, 0.0294265, 0, 0, 8.90781, -11.449, 8.90781, 168.551
12, 3000.00000, 138.606, 0.0278992, 0, 0, 8.49678, -11.4504, 8.49678, 168.55
13, 0.00000, 138.607, 0.0252356, 0, 0, 8.34284, -11.4531, 8.34284, 168.547
13, 600.00000, 138.642, 0.0253869, 0, 0, 8.11454, -11.4529, 8.11454, 168.547
13, 1200.00000, 138.655, 0.0249392, 0, 0, 8.09421, -11.4534, 8.09421, 168.547
13, 1800.00000, 138.607, 0.040128, 0, 0, 7.42424, -11.4383, 7.42424, 168.562
13, 2400.00000, 138.605, 0.0417471, 0, 0, 6.72878, -11.4366, 6.72878, 168.563
13, 3000.00000, 138.636, 0.0375067, 0, 0, 6.73524, -11.4408, 6.73524, 168.559
14, 0.00000, 138.634, 0.0432344, 0, 0, 6.34251, -11.4351, 6.34251, 168.565
14, 600.00000, 138.604, 0.0364074, 0, 0, 6.81795, -11.4419, 6.81795, 168.558
14, 1200.00000, 138.598, 0.0344118, 0, 0, 6.82863, -11.4439, 6.82863, 168.556
14, 1800.00000, 138.622, 0.0384215, 0, 0, 6.39945, -11.4399, 6.39945, 168.56
14, 2400.00000, 138.627, 0.0361074, 0, 0, 6.40306, -11.4422, 6.40306, 168.558
14, 3000.00000, 138.636, 0.034401, 0, 0, 6.37397, -11.4439, 6.37397, 168.556
15, 0.00000, 138.624, 0.0333557, 0, 0, 6.43517, -11.445, 6.43517, 168.555
15, 600.00000, 138.616, 0.0367501, 0, 0, 6.4887, -11.4416, 6.4887, 168.558
15, 1200.00000, 138.589, 0.0405309, 0, 0, 6.6291, -11.4378, 6.6291, 168.562
15, 1800.00000, 138.59, 0.0385548, 0, 0, 6.53082, -11.4398, 6.53082, 168.56
15, 2400.00000, 138.601, 0.039378, 0, 0, 6.40542, -11.439, 6.40542, 168.561
15, 3000.00000, 138.581, 0.0434058, 0, 0, 6.2323, -11.435, 6.2323, 168.565
16, 0.00000, 138.604, 0.0392753, 0, 0, 6.2617, -11.439, 6.2617, 168.561
16, 600.00000, 138.617, 0.0328709, 0, 0, 6.61574, -11.4454, 6.61574, 168.555
16, 1200.00000, 138.622, 0.0256235, 0, 0, 6.92198, -11.4527, 6.92198, 168.547
16, 1800.00000, 138.616, 0.0287787, 0, 0, 6.79294, -11.4496, 6.79294, 168.55
16, 2400.00000, 138.589, 0.0189488, 0, 0, 6.71427, -11.4593, 6.71427, 168.541
16, 3000.00000, 138.608, 0.0128522, 0, 0, 6.88183, -11.4654, 6.88183, 168.535
17, 0.00000, 138.614, 0.00950533, 0, 0, 7.09674, -11.4688, 7.09674, 168.531
17, 600.00000, 138.603, 0.0154401, 0, 0, 7.20516, -11.4629, 7.20516, 168.537
17, 1200.00000, 138.608, 0.00943104, 0, 0, 7.5249, -11.4689, 7.5249, 168.531
17, 1800.00000, 138.552, -0.0146019, 0, 0, 7.83484, -11.4929, 7.83484, 168.507
17, 2400.00000, 138.525, -0.0147953, 0, 0, 8.37828, -11.4932, 8.37828, 168.507
17, 3000.00000, 138.545, -0.0179629, 0, 0, 8.44639, -11.4963, 8.44639, 168.504
18, 0.00000, 138.566, -0.0226449, 0, 0, 8.68302, -11.5009, 8.68302, 168.499
18, 600.00000, 138.562, -0.0188066, 0, 0, 8.86101, -11.4972, 8.86101, 168.503
18, 1200.00000, 138.535, -0.0200589, 0, 0, 9.54512, -11.4984, 9.54512, 168.502
18, 1800.00000, 138.528, -0.0236965, 0, 0, 9.75198, -11.502, 9.75198, 168.498
18, 2400.00000, 138.473, -0.0525105, 0, 0, 9.50629, -11.5308, 9.50629, 168.469
18, 3000.00000, 138.466, -0.0508185, 0, 0, 9.52988, -11.5292, 9.52988, 168.471
19, 0.00000, 138.491, -0.0507241, 0, 0, 9.42222, -11.529, 9.42222, 168.471
19, 600.00000, 138.49, -0.0502256, 0, 0, 9.46964, -11.5286, 9.46964, 168.471
19, 1200.00000, 138.492, -0.0473937, 0, 0, 9.40823, -11.5257, 9.40823, 168.474
19, 1800.00000, 138.488, -0.0403326, 0, 0, 9.12098, -11.5187, 9.12098, 168.481
19, 2400.00000, 138.497, -0.0417693, 0, 0, 8.90105, -11.5201, 8.90105, 168.48
19, 3000.00000, 138.51, -0.0409286, 0, 0, 8.46973, -11.5193, 8.46973, 168.481
20, 0.00000, 138.498, -0.0426583, 0, 0, 8.90468, -11.521, 8.90468, 168.479
20, 600.00000, 138.525, -0.0444973, 0, 0, 8.513, -11.5228, 8.513, 168.477
20, 1200.00000, 138.521, -0.0463743, 0, 0, 8.38366, -11.5247, 8.38366, 168.475
20, 1800.00000, 138.483, -0.0377044, 0, 0, 7.92453, -11.5161, 7.92453, 168.484
20, 2400.00000, 138.463, -0.0316208, 0, 0, 7.73827, -11.51, 7.73827, 168.49
20, 3000.00000, 138.476, -0.0348376, 0, 0, 7.69963, -11.5132, 7.69963, 168.487
21, 0.00000, 138.453, -0.0318541, 0, 0, 7.44098, -11.5102, 7.44098, 168.49
21, 600.00000, 138.44, -0.030343, 0, 0, 7.29889, -11.5087, 7.29889, 168.491
21, 1200.00000, 138.444, -0.0339008, 0, 0, 7.21662, -11.5122, 7.21662, 168.488
21, 1800.00000, 138.454, -0.0298533, 0, 0, 6.69086, -11.5082, 6.69086, 168.492
21, 2400.00000, 138.47, -0.0300409, 0, 0, 6.39856, -11.5084, 6.39856, 168.492
21, 3000.00000, 138.488, -0.0315561, 0, 0, 6.1037, -11.5099, 6.1037, 168.49
22, 0.00000, 138.506, -0.0298621, 0, 0, 5.56034, -11.5082, 5.56034, 168.492
22, 600.00000, 138.488, -0.0291916, 0, 0, 5.57267, -11.5075, 5.57267, 168.492
22, 1200.00000, 138.478, -0.0291362, 0, 0, 5.48106, -11.5075, 5.48106, 168.493
22, 1800.00000, 138.485, -0.0286499, 0, 0, 5.22856, -11.507, 5.22856, 168.493
22, 2400.00000, 138.489, -0.0283984, 0, 0, 5.02611, -11.5067, 5.02611, 168.493
22, 3000.00000, 138.489, -0.0262262, 0, 0, 4.62868, -11.5046, 4.62868, 168.495
23, 0.00000, 138.485, -0.0241357, 0, 0, 4.29849, -11.5025, 4.29849, 168.498
23, 600.00000, 138.492, -0.0228623, 0, 0, 4.08271, -11.5012, 4.08271, 168.499
23, 1200.00000, 138.483, -0.0208467, 0, 0, 3.89383, -11.4992, 3.89383, 168.501
23, 1800.00000, 138.493, -0.019565, 0, 0, 3.51371, -11.4979, 3.51371, 168.502
23, 2400.00000, 138.499, -0.0184747, 0, 0, 3.32316, -11.4968, 3.32316, 168.503
23, 3000.00000, 138.477, -0.0174021, 0, 0, 3.39981, -11.4957, 3.39981, 168.504
24, 0.00000, 138.482, -0.0183355, 0, 0, 3.26504, -11.4967, 3.26504, 168.503
