hour,t(sec),V1,VAngle1,V2,VAngle2,I1,IAngle1,I2,IAngle2
3, 1800.00000, 138.263, 119.909, 0, 0, 11.7082, 103.649, 11.7082, -76.3511
3, 2400.00000, 138.246, 119.904, 0, 0, 12.4713, 103.644, 12.4713, -76.3565
3, 3000.00000, 138.202, 119.892, 0, 0, 14.0559, 103.632, 14.0559, -76.3682
4, 0.00000, 138.187, 119.889, 0, 0, 14.5585, 103.629, 14.5585, -76.3711
4, 600.00000, 138.152, 119.877, 0, 0, 16.0886, 103.617, 16.0886, -76.3827
4, 1200.00000, 138.163, 119.88, 0, 0, 15.7742, 103.62, 15.7742, -76.3802
4, 1800.00000, 138.18, 119.885, 0, 0, 15.1037, 103.625, 15.1037, -76.3751
4, 2400.00000, 138.184, 119.885, 0, 0, 15.07, 103.625, 15.07, -76.3754
4, 3000.00000, 138.147, 119.871, 0, 0, 16.9005, 103.61, 16.9005, -76.3895
5, 0.00000, 138.031, 119.831, 0, 0, 22.1693, 103.571, 22.1693, -76.4293
5, 600.00000, 137.854, 119.775, 0, 0, 29.79, 103.516, 29.79, -76.4845
5, 1200.00000, 137.912, 119.782, 0, 0, 28.9179, 103.522, 28.9179, -76.4783
5, 1800.00000, 137.983, 119.802, 0, 0, 26.369, 103.542, 26.369, -76.4584
5, 2400.00000, 137.95, 119.786, 0, 0, 28.3124, 103.526, 28.3124, -76.474
5, 3000.00000, 137.78, 119.73, 0, 0, 35.8723, 103.47, 35.8723, -76.5297
6, 0.00000, 137.676, 119.693, 0, 0, 40.6486, 103.433, 40.6486, -76.5672
6, 600.00000, 137.584, 119.659, 0, 0, 44.9108, 103.399, 44.9108, -76.6011
6, 1200.00000, 137.556, 119.648, 0, 0, 46.5286, 103.387, 46.5286, -76.6126
6, 1800.00000, 137.355, 119.594, 0, 0, 53.7323, 103.335, 53.7323, -76.6653
6, 2400.00000, 137.132, 119.521, 0, 0, 63.4714, 103.262, 63.4714, -76.7384
6, 3000.00000, 137.335, 119.583, 0, 0, 55.3348, 103.322, 55.3348, -76.678
7, 0.00000, 137.432, 119.622, 0, 0, 50.4397, 103.361, 50.4397, -76.6387
7, 600.00000, 137.465, 119.629, 0, 0, 49.3305, 103.368, 49.3305, -76.6316
7, 1200.00000, 137.494, 119.634, 0, 0, 48.6347, 103.374, 48.6347, -76.6259
7, 1800.00000, 137.435, 119.626, 0, 0, 51.6599, 103.366, 51.6599, -76.6343
7, 2400.00000, 137.465, 119.636, 0, 0, 50.358, 103.376, 50.358, -76.6238
7, 3000.00000, 137.559, 119.663, 0, 0, 46.7743, 103.403, 46.7743, -76.5973
8, 0.00000, 137.538, 119.663, 0, 0, 46.8864, 103.403, 46.8864, -76.5968
8, 600.00000, 137.594, 119.674, 0, 0, 45.3499, 103.414, 45.3499, -76.5859
8, 1200.00000, 137.612, 119.678, 0, 0, 44.8701, 103.418, 44.8701, -76.5822
8, 1800.00000, 137.652, 119.692, 0, 0, 42.9519, 103.432, 42.9519, -76.568
8, 2400.00000, 137.836, 119.753, 0, 0, 35.7995, 103.493, 35.7995, -76.507
8, 3000.00000, 137.836, 119.759, 0, 0, 35.1021, 103.499, 35.1021, -76.5009
9, 0.00000, 137.787, 119.735, 0, 0, 37.9769, 103.475, 37.9769, -76.5249
9, 600.00000, 137.634, 119.684, 0, 0, 44.5714, 103.424, 44.5714, -76.5757
9, 1200.00000, 137.517, 119.645, 0, 0, 49.7487, 103.385, 49.7487, -76.6147
9, 1800.00000, 137.626, 119.686, 0, 0, 46.2018, 103.426, 46.2018, -76.5745
9, 2400.00000, 137.501, 119.646, 0, 0, 51.3369, 103.386, 51.3369, -76.6143
9, 3000.00000, 137.499, 119.648, 0, 0, 51.3317, 103.388, 51.3317, -76.6124
10, 0.00000, 137.615, 119.69, 0, 0, 45.889, 103.43, 45.889, -76.5703
10, 600.00000, 137.768, 119.736, 0, 0, 39.7849, 103.475, 39.7849, -76.5248
10, 1200.00000, 137.787, 119.742, 0, 0, 38.9565, 103.482, 38.9565, -76.5181
10, 1800.00000, 137.634, 119.695, 0, 0, 45.434, 103.435, 45.434, -76.5648
10, 2400.00000, 137.757, 119.746, 0, 0, 41.4623, 103.485, 41.4623, -76.5149
10, 3000.00000, 137.905, 119.786, 0, 0, 35.9934, 103.525, 35.9934, -76.4748
11, 0.00000, 137.897, 119.791, 0, 0, 35.5104, 103.531, 35.5104, -76.4688
11, 600.00000, 137.8, 119.76, 0, 0, 39.6445, 103.5, 39.6445, -76.4997
11, 1200.00000, 137.555, 119.678, 0, 0, 50.5057, 103.418, 50.5057, -76.5822
11, 1800.00000, 137.689, 119.723, 0, 0, 45.1982, 103.463, 45.1982, -76.5372
11, 2400.00000, 137.691, 119.728, 0, 0, 44.7261, 103.467, 44.7261, -76.5327
11, 3000.00000, 137.698, 119.724, 0, 0, 45.2367, 103.464, 45.2367, -76.5365
12, 0.00000, 137.483, 119.652, 0, 0, 54.4429, 103.393, 54.4429, -76.6075
12, 600.00000, 137.468, 119.649, 0, 0, 54.9188, 103.389, 54.9188, -76.611
12, 1200.00000, 137.474, 119.651, 0, 0, 54.5429, 103.391, 54.5429, -76.6091
12, 1800.00000, 137.662, 119.713, 0, 0, 46.3538, 103.453, 46.3538, -76.547
12, 2400.00000, 137.852, 119.772, 0, 0, 38.9251, 103.511, 38.9251, -76.4888
12, 3000.00000, 137.822, 119.765, 0, 0, 39.7379, 103.505, 39.7379, -76.495
13, 0.00000, 137.84, 119.775, 0, 0, 38.4555, 103.515, 38.4555, -76.4848
13, 600.00000, 137.734, 119.738, 0, 0, 43.2238, 103.478, 43.2238, -76.5221
13, 1200.00000, 137.69, 119.722, 0, 0, 45.2243, 103.462, 45.2243, -76.5378
13, 1800.00000, 137.902, 119.788, 0, 0, 36.3751, 103.527, 36.3751, -76.4726
13, 2400.00000, 137.972, 119.816, 0, 0, 32.602, 103.556, 32.602, -76.444
13, 3000.00000, 137.866, 119.782, 0, 0, 37.1214, 103.522, 37.1214, -76.4783
14, 0.00000, 137.901, 119.791, 0, 0, 35.7426, 103.531, 35.7426, -76.4692
14, 600.00000, 137.977, 119.823, 0, 0, 31.8498, 103.563, 31.8498, -76.4371
14, 1200.00000, 138, 119.834, 0, 0, 30.5651, 103.573, 30.5651, -76.4266
14, 1800.00000, 137.949, 119.813, 0, 0, 33.0177, 103.553, 33.0177, -76.4469
14, 2400.00000, 137.943, 119.815, 0, 0, 32.9712, 103.555, 32.9712, -76.4452
14, 3000.00000, 137.916, 119.807, 0, 0, 34.0138, 103.547, 34.0138, -76.4531
15, 0.00000, 137.954, 119.822, 0, 0, 32.1786, 103.561, 32.1786, -76.4386
15, 600.00000, 137.973, 119.824, 0, 0, 31.7537, 103.564, 31.7537, -76.4358
15, 1200.00000, 138.05, 119.848, 0, 0, 28.6603, 103.588, 28.6603, -76.4122
15, 1800.00000, 138.038, 119.843, 0, 0, 29.0315, 103.583, 29.0315, -76.4169
15, 2400.00000, 138.011, 119.834, 0, 0, 30.2287, 103.573, 30.2287, -76.4265
15, 3000.00000, 138.091, 119.859, 0, 0, 26.8092, 103.599, 26.8092, -76.4009
16, 0.00000, 138.014, 119.835, 0, 0, 29.9775, 103.575, 29.9775, -76.4247
16, 600.00000, 137.943, 119.814, 0, 0, 32.8947, 103.554, 32.8947, -76.4459
16, 1200.00000, 137.908, 119.807, 0, 0, 34.0289, 103.547, 34.0289, -76.4531
16, 1800.00000, 137.938, 119.816, 0, 0, 32.8266, 103.555, 32.8266, -76.4446
16, 2400.00000, 137.929, 119.804, 0, 0, 32.6263, 103.544, 32.6263, -76.4563
16, 3000.00000, 137.855, 119.782, 0, 0, 35.5946, 103.522, 35.5946, -76.4782
17, 0.00000, 137.817, 119.771, 0, 0, 37.1674, 103.51, 37.1674, -76.4896
17, 600.00000, 137.836, 119.77, 0, 0, 37.054, 103.51, 37.054, -76.4898
17, 1200.00000, 137.798, 119.761, 0, 0, 38.4906, 103.501, 38.4906, -76.4994
17, 1800.00000, 137.8, 119.754, 0, 0, 36.8444, 103.494, 36.8444, -76.5061
17, 2400.00000, 137.846, 119.768, 0, 0, 35.1557, 103.508, 35.1557, -76.4923
17, 3000.00000, 137.772, 119.744, 0, 0, 38.3616, 103.483, 38.3616, -76.5166
18, 0.00000, 137.681, 119.714, 0, 0, 42.3285, 103.454, 42.3285, -76.5464
18, 600.00000, 137.672, 119.705, 0, 0, 43.3445, 103.445, 43.3445, -76.555
18, 1200.00000, 137.707, 119.715, 0, 0, 42.195, 103.455, 42.195, -76.545
18, 1800.00000, 137.717, 119.722, 0, 0, 41.5085, 103.461, 41.5085, -76.5387
18, 2400.00000, 137.691, 119.701, 0, 0, 40.4186, 103.441, 40.4186, -76.559
18, 3000.00000, 137.711, 119.707, 0, 0, 39.6888, 103.446, 39.6888, -76.5536
19, 0.00000, 137.63, 119.677, 0, 0, 43.4128, 103.417, 43.4128, -76.5827
19, 600.00000, 137.627, 119.676, 0, 0, 43.638, 103.415, 43.638, -76.5846
19, 1200.00000, 137.623, 119.671, 0, 0, 44.1039, 103.411, 44.1039, -76.5888
19, 1800.00000, 137.653, 119.677, 0, 0, 43.2283, 103.416, 43.2283, -76.5836
19, 2400.00000, 137.641, 119.675, 0, 0, 43.3878, 103.415, 43.3878, -76.5848
19, 3000.00000, 137.638, 119.676, 0, 0, 43.2389, 103.416, 43.2389, -76.5843
20, 0.00000, 137.642, 119.677, 0, 0, 43.2519, 103.416, 43.2519, -76.5836
20, 600.00000, 137.585, 119.66, 0, 0, 45.3484, 103.4, 45.3484, -76.6001
20, 1200.00000, 137.613, 119.673, 0, 0, 43.7036, 103.413, 43.7036, -76.5872
20, 1800.00000, 137.779, 119.728, 0, 0, 36.4684, 103.467, 36.4684, -76.5329
20, 2400.00000, 137.859, 119.752, 0, 0, 33.2398, 103.491, 33.2398, -76.5088
20, 3000.00000, 137.823, 119.742, 0, 0, 34.5405, 103.482, 34.5405, -76.5183
21, 0.00000, 137.923, 119.777, 0, 0, 29.954, 103.517, 29.954, -76.4835
21, 600.00000, 137.983, 119.798, 0, 0, 27.1618, 103.538, 27.1618, -76.462
21, 1200.00000, 137.982, 119.802, 0, 0, 26.7392, 103.542, 26.7392, -76.4581
21, 1800.00000, 137.989, 119.804, 0, 0, 26.3786, 103.543, 26.3786, -76.4566
21, 2400.00000, 137.958, 119.794, 0, 0, 27.5131, 103.534, 27.5131, -76.4658
21, 3000.00000, 137.927, 119.786, 0, 0, 28.5296, 103.526, 28.5296, -76.4738
22, 0.00000, 137.91, 119.782, 0, 0, 28.9724, 103.522, 28.9724, -76.4782
22, 600.00000, 137.97, 119.803, 0, 0, 26.2506, 103.543, 26.2506, -76.4572
22, 1200.00000, 138.015, 119.82, 0, 0, 24.0553, 103.56, 24.0553, -76.4401
22, 1800.00000, 138.014, 119.821, 0, 0, 23.9568, 103.56, 23.9568, -76.4397
22, 2400.00000, 138.019, 119.823, 0, 0, 23.5471, 103.563, 23.5471, -76.4368
22, 3000.00000, 138.054, 119.836, 0, 0, 21.7734, 103.576, 21.7734, -76.4238
23, 0.00000, 138.096, 119.852, 0, 0, 19.7111, 103.592, 19.7111, -76.4084
23, 600.00000, 138.09, 119.849, 0, 0, 19.9529, 103.589, 19.9529, -76.4107
23, 1200.00000, 138.137, 119.866, 0, 0, 17.7973, 103.605, 17.7973, -76.3946
23, 1800.00000, 138.134, 119.866, 0, 0, 17.7131, 103.605, 17.7131, -76.3945
23, 2400.00000, 138.128, 119.864, 0, 0, 17.9307, 103.603, 17.9307, -76.3966
23, 3000.00000, 138.198, 119.888, 0, 0, 14.8299, 103.627, 14.8299, -76.3726
24, 0.00000, 138.194, 119.888, 0, 0, 14.8213, 103.628, 14.8213, -76.3724
